DepYearMth_,CF% ISY,RASK ISC,RouteGroup
2022-10,110,97.6,ARN-SPU
2022-10,139,173.3,ARN-SVG
2022-10,99,145.0,ARN-TLL
2022-10,84,84.1,ARN-TOS
2022-10,102,103.9,ARN-TRD
2022-10,88,92.4,ARN-UME
2022-10,111,125.9,ARN-VBY
2022-10,96,110.0,ARN-VNO
2022-10,111,169.5,ARN-ZRH
2022-10,81,67.4,B 737 VEST
2022-10,120,135.3,BGO-ALC
2022-10,117,98.2,CPH-AAL
2022-10,104,104.8,CPH-AAR
2022-10,87,103.9,CPH-AGP
2022-10,112,148.2,CPH-AMS
2022-10,98,87.4,CPH-ARN
2022-10,104,126.0,CPH-ATH
2022-10,84,140.6,CPH-BER
2022-10,109,121.6,CPH-BGO
2022-10,125,134.5,CPH-BHX
2022-10,105,113.3,CPH-BLQ
2022-10,109,137.8,CPH-BOS
2022-10,106,139.9,CPH-BRU
2022-10,115,150.8,CPH-CDG
2022-10,107,121.7,CPH-CHQ
2022-10,70,96.8,CPH-DUB
2022-10,112,121.4,CPH-DUS
2022-10,99,105.2,CPH-EWR
2022-10,96,112.7,CPH-EWR 901/902
2022-10,54,69.4,CPH-FAE
2022-10,77,70.7,CPH-FAO
2022-10,117,127.3,CPH-FCO
2022-10,101,125.7,CPH-FLR
2022-10,112,162.3,CPH-FRA
2022-10,88,93.4,CPH-GDN
2022-10,119,155.0,CPH-GOT
2022-10,96,106.8,CPH-GVA
2022-10,135,156.7,CPH-GZP
2022-10,105,134.7,CPH-HAJ
2022-10,104,127.4,CPH-HAM
2022-10,107,121.3,CPH-HEL
2022-10,98,96.9,CPH-IAD
2022-10,81,80.9,CPH-KEF
2022-10,110,133.1,CPH-KRK
2022-10,106,119.0,CPH-LAX
2022-10,96,113.7,CPH-LHR
2022-10,85,99.1,CPH-LPA
2022-10,114,201.1,CPH-MAN
2022-10,100,119.2,CPH-MIA
2022-10,107,128.2,CPH-MIL
2022-10,118,153.2,CPH-MUC
2022-10,112,96.3,CPH-NAP
2022-10,86,115.2,CPH-NCE
2022-10,88,87.7,CPH-ORD
2022-10,100,89.7,CPH-OSL
2022-10,88,116.6,CPH-PLQ
2022-10,93,110.5,CPH-PMI
2022-10,67,86.4,CPH-POZ
2022-10,75,218.5,CPH-PVG
2022-10,85,82.6,CPH-SFO
2022-10,98,101.0,CPH-SPU
2022-10,105,132.7,CPH-STR
2022-10,111,130.2,CPH-SVG
2022-10,72,123.1,CPH-TLL
2022-10,100,110.2,CPH-TRD
2022-10,106,123.9,CPH-VCE
2022-10,87,115.1,CPH-VNO
2022-10,107,130.2,CPH-WAW
2022-10,106,148.1,CPH-ZRH
2022-10,98,144.1,GOT-AGP
2022-10,100,100.8,GOT-ALC
2022-10,104,117.5,GOT-FAO
2022-10,102,163.4,GOT-LLA
2022-10,80,92.6,GOT-PMI
2022-10,118,149.6,GOT-SPU
2022-10,76,84.2,KRS-ALC
2022-10,112,109.8,OSL-AAL
2022-10,86,96.1,OSL-AAR
2022-10,100,94.6,OSL-AES
2022-10,92,97.5,OSL-AGP
2022-10,88,103.1,OSL-ALC
2022-10,102,112.0,OSL-ALF
2022-10,100,122.1,OSL-AMS
2022-10,88,90.3,OSL-ARN
2022-10,101,122.4,OSL-BER
2022-10,93,84.7,OSL-BGO
2022-10,100,100.8,OSL-BLL
2022-10,105,111.8,OSL-BOO
2022-10,79,83.9,OSL-BRU
2022-10,121,155.4,OSL-CDG
2022-10,2437,3457.6,OSL-CHQ
2022-10,104,147.7,OSL-DUB
2022-10,75,81.8,OSL-DUS
2022-10,99,106.9,OSL-EDI
2022-10,103,97.7,OSL-EVE
2022-10,90,108.3,OSL-EWR
2022-10,106,116.4,OSL-FCO
2022-10,111,138.5,OSL-GZP
2022-10,83,81.9,OSL-HAU
2022-10,92,106.6,OSL-KEF
2022-10,96,94.2,OSL-KKN
2022-10,101,98.5,OSL-KRS
2022-10,87,83.0,OSL-KSU
2022-10,108,110.9,OSL-LHR
2022-10,94,124.9,OSL-LPA
2022-10,83,86.4,OSL-LYR
2022-10,104,127.4,OSL-MAN
2022-10,84,106.0,OSL-MIA
2022-10,96,115.7,OSL-MIL
2022-10,92,100.9,OSL-MOL
2022-10,79,92.7,OSL-NCE
2022-10,88,125.3,OSL-PMI
2022-10,91,99.1,OSL-SPU
2022-10,93,86.6,OSL-SVG
2022-10,99,97.5,OSL-TOS
2022-10,92,82.4,OSL-TRD
2022-10,101,124.9,OSL-ZRH
2022-10,82,92.0,SVG-ABZ
2022-10,108,118.6,SVG-ALC
2022-10,102,76.3,SVG-LHR
2022-10,113,110.7,TRD-ALC
2022-10,90,83.2,TRD-BOO-TOS
